Census year,CLUE small area,ANZSIC indusrty,CLUE industry,Business size,Total establishments,Total jobs
2014,Kensington,Financial and Insurance Services,Finance and Insurance,Small business,3,11
2014,Kensington,Health Care and Social Assistance,Health Care and Social Assistance,Medium business,6,363
2014,Kensington,Health Care and Social Assistance,Health Care and Social Assistance,Small business,16,113
2014,Kensington,Information Media and Telecommunications,Information Media and Telecommunications,Medium business,1,
2014,Kensington,Manufacturing,Manufacturing,Non employing,4,0
2014,Kensington,Other Services,Other Services,Medium business,2,
2014,Kensington,Other Services,Other Services,Non employing,4,0
2014,Kensington,Other Services,Other Services,Small business,38,164
2014,Kensington,"Professional, Scientific and Technical Services",Business Services,Non employing,2,
2014,Kensington,"Rental, Hiring and Real Estate Services",Real Estate Services,Medium business,1,
2014,Kensington,"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,6,37
2014,Kensington,"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,7,29
2014,Melbourne (CBD),Accommodation and Food Services,Accommodation,Large business,4,1501
2014,Melbourne (CBD),Administrative and Support Services,Admin and Support Services,Medium business,78,3880
2014,Melbourne (CBD),Administrative and Support Services,Admin and Support Services,Non employing,5,0
2014,Melbourne (CBD),Administrative and Support Services,Admin and Support Services,Small business,378,2421
2014,Melbourne (CBD),Arts and Recreation Services,Arts and Recreation Services,Large business,3,987
2014,Melbourne (CBD),Arts and Recreation Services,Arts and Recreation Services,Small business,110,566
2014,Melbourne (CBD),Construction,Construction,Medium business,14,598
2014,Melbourne (CBD),Education and Training,Education and Training,Large business,11,3419
2014,Melbourne (CBD),Education and Training,Education and Training,Non employing,3,0
2014,Melbourne (CBD),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Large business,10,6392
2014,Melbourne (CBD),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Non employing,38,0
2014,Melbourne (CBD),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Small business,5,31
2014,Melbourne (CBD),Financial and Insurance Services,Finance and Insurance,Medium business,155,9737
2014,Melbourne (CBD),Financial and Insurance Services,Finance and Insurance,Non employing,5,0
2014,Melbourne (CBD),Financial and Insurance Services,Finance and Insurance,Small business,514,3412
2014,Melbourne (CBD),Information Media and Telecommunications,Information Media and Telecommunications,Small business,78,541
2014,Melbourne (CBD),Other Services,Other Services,Medium business,38,1633
